Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Original Input3,Original Input12,Average Input
4.021,1.074,0.81977296555475,5.6770000000000005,1.443,2.18,0.7007,0.44799999999999995,1.2919999999999998,4.9719999999999995,2.784,0.45318021201413433,5.47,5.199,2.6095466555406346
4.207,1.001,0.6582225177696636,5.837000000000001,1.262,2.181,0.7788,0.3589,1.3459999999999999,4.966,2.947,0.8250883392226153,5.278,5.62,2.661857918356591
4.136,1.101,0.9358873499002807,5.519,1.3,2.136,0.7019,0.6531,1.296,5.165,2.784,0.6007067137809194,5.608,5.366,2.664471004548657
3.888,0.8997,0.6447599804542404,5.693,1.2830000000000001,2.1180000000000003,0.7849,0.5627,1.328,5.127999999999999,2.838,0.3021201413427567,5.262,5.028,2.554298580128357
4.0,1.084,0.517707284539928,5.505,1.215,2.072,0.7422,0.5017,1.3090000000000002,5.206,2.827,0.5892226148409894,5.111,5.353,2.5737735642414945
3.9,0.9216,0.5740816595482647,5.461,1.2770000000000001,2.295,0.7336,0.2075,1.265,5.0489999999999995,2.783,0.47349823321554824,5.178,5.222,2.524305706625987
4.087,1.075,0.6582225177696636,5.575,1.281,2.048,0.7141,0.4309,1.318,5.0889999999999995,2.853,0.7234982332155478,5.278,5.505,2.616837196498944
3.978,1.052,1.005724262224042,5.625,1.219,2.1069999999999998,0.7532,0.4431,1.381,5.021,2.755,0.6236749116607779,5.691,5.392,2.64619279813463
4.103,1.0270000000000001,0.7019757640447915,5.505,1.244,2.015,0.7129,0.3699,1.273,5.154,2.915,0.7367491166077738,5.33,5.52,2.614823205760897
4.1610000000000005,1.0490000000000002,0.6859890009827255,5.22,1.215,2.031,0.6726,0.4419,1.204,5.175,2.719,0.35865724381625425,5.311,5.092,2.52401044605707
3.8939999999999997,1.003,0.985530456250907,5.712999999999999,1.16,2.052,0.6873,0.3821,1.266,5.077,2.7439999999999998,0.24469964664310973,5.667,4.963,2.559902150206715
3.9760000000000004,0.9985,0.8618433946654493,5.582000000000001,1.15,2.063,0.6396,0.2954,1.212,5.053999999999999,2.955,0.8339222614840991,5.52,5.63,2.6265189754392533
3.94,0.8582,0.4613329095315897,5.412999999999999,1.075,1.7630000000000001,0.6042,0.4285,1.149,5.053999999999999,2.813,0.42402826855123726,5.044,5.166,2.442375798434487
3.787,0.9534,0.5875441968636886,5.149,1.13,1.8619999999999999,0.6702,0.4663,1.093,4.961,2.738,0.34982332155477036,5.194,5.082,2.4302333941727468
3.806,0.9851,0.3856061371323306,5.435,1.141,1.906,0.6848,0.3552,1.161,5.026,2.7,0.13869257950530042,4.954,4.843,2.3943856226169737
3.8339999999999996,0.8948,1.0747197659655892,5.315,1.0290000000000001,2.017,0.6006,0.4639,1.097,5.16,2.609,0.676678445229683,5.773,5.452,2.571192729371091
3.7960000000000003,1.167,0.6649537864273762,5.25,1.09,1.74,0.6982,0.4138,1.1,5.125,2.593,0.6890459363957602,5.286,5.466,2.50564283734451
3.682,0.8813,0.6111036371656807,5.542999999999999,1.01,1.9669999999999999,0.6445,0.4175,1.119,5.192,2.654,0.866607773851591,5.222,5.667,2.534072243644091
3.7510000000000003,1.005,0.6624295606807334,5.476,1.018,1.8980000000000001,0.7019,0.4358,1.113,5.024,2.539,0.10335689045936398,5.283,4.803,2.4152490322242928
3.866,0.9229,0.923266221167071,5.193,0.9521,1.87,0.509,0.3796,1.058,5.095,2.457,0.11130742049469998,5.593,4.812,2.410155260118698
3.7710000000000004,1.0390000000000001,0.3881303628789727,5.197,0.8618,1.838,0.5176,0.3918,1.102,5.098,2.6430000000000002,0.6280918727915199,4.957,5.397,2.4163873025478924
3.89,0.9179999999999999,0.5370596819308487,4.994,1.0859999999999999,1.7480000000000002,0.5396,0.3589,0.9851,5.059,2.6060000000000003,0.541519434628975,5.134,5.299,2.4068699368971305
3.827,0.8411,0.9266318554959274,5.2379999999999995,0.9399,1.764,0.5566,0.3235,0.9424,5.0169999999999995,2.694,0.7650176678445236,5.597,5.552,2.4988678230957464
3.6689999999999996,1.0290000000000001,0.5883856054459029,5.343999999999999,0.9521,1.705,0.5273,0.3198,0.9302,5.117,2.516,0.5662544169611317,5.195,5.327,2.413288573029074
3.589,0.9009,0.6245661744811039,5.155,0.8325,1.663,0.5994,0.3894,0.9351,4.888999999999999,2.5180000000000002,0.4284452296819792,5.238,5.171,2.352379386011649
3.7889999999999997,1.082,0.8239800084658199,4.871,0.9033,1.5419999999999998,0.5688,0.2332,1.08,4.945,2.385,0.5865724381625441,5.475,5.35,2.4024894604734546
3.556,0.8777,0.3813990942212608,5.361000000000001,0.9045,1.633,0.5225,0.2197,1.036,5.007,2.231,0.648409893992933,4.949,5.42,2.339086356301014
3.589,0.9387,0.4764782640114421,4.874,0.8936,1.79,0.5554,0.4248,1.069,5.039,2.444,0.866607773851591,5.062,5.667,2.4063990027045024
3.551,0.9546,0.9308388984069972,4.773,0.8959999999999999,1.597,0.4541,0.293,0.9009,5.131,2.551,0.6740282685512369,5.602,5.449,2.411247654782731
3.469,0.9216,0.9501912957979187,4.797,0.8008,1.525,0.5529999999999999,0.1819,0.7971,5.052,2.3680000000000003,0.0,5.625,4.686,2.2661850925569946
3.7,0.8252,0.8509050830966683,4.753,0.7324,1.4169999999999998,0.4541,0.3491,0.9131,5.063,2.406,0.5883392226148415,5.507,5.352,2.350796021836536
3.531,1.016,0.739839150244421,5.055,0.7434,1.464,0.4358,0.3552,0.7971,5.072,2.489,0.8886925795053008,5.375,5.692,2.403859409267837
1.361,1.9140000000000001,-1.205497491834326,2.565,0.1831,0.1062,0.2576,0.1672,0.08545,0.9448,0.9509,0.8895759717314488,3.063,5.693,1.2125234628497945
1.39,1.9240000000000002,-1.346012725064062,2.423,0.2185,0.188,0.1111,0.07935,0.1892,0.9216,0.9912,0.8436395759717318,2.896,5.641,1.1764697750648334
1.4040000000000001,1.9069999999999998,-1.2980524358778647,2.278,0.1953,0.07202,0.2625,0.1013,0.2808,1.023,0.9277,0.3144876325088339,2.953,5.042,1.1045039426164978
1.473,1.8159999999999998,-1.0792862045022273,2.388,0.3198,0.3784,0.06957999999999999,-0.002441,0.1953,0.9155,1.0390000000000001,0.7181978798586572,3.213,5.499,1.210217905382602
1.306,1.6869999999999998,-1.0616166242757337,2.6,0.2698,0.188,0.02808,0.07324,0.3699,0.8936,1.044,0.15812720848056566,3.234,4.865,1.118223613157488
1.5530000000000002,1.808,-1.1718411485457663,2.679,0.1697,0.1526,0.271,0.1453,0.1904,0.9179999999999999,0.9277,0.47349823321554824,3.103,5.222,1.1743826489049844
